merchant_id,category,city,state,avg_transaction_value,risk_score,onboard_date,is_flagged_risky
MER01065,Fashion,Manchester,England,12910.06,0.36,08-05-2024,Yes
MER01066,Online Shopping,Melbourne,West Bengal,2451.48,0.04,31-01-2026,No
MER01067,Automobile,Sydney,Odisha,3675.62,0.5,26-10-2023,Yes
MER01068,Education,Delhi,Delhi,915.79,0.76,25-08-2025,Yes
MER01069,Fashion,Phoenix,Andhra Pradesh,1519.94,0.1,10-05-2021,No
MER01070,Automobile,Chicago,Punjab,3288.99,0.42,15-03-2024,Yes
MER01071,Education,New York,Rajasthan,2959.65,0.91,21-06-2026,No
MER01072,Travel,Vancouver,Goa,913.03,0.98,26-02-2022,No
MER01073,Education,Kolkata,West Bengal,884.34,0.22,22-02-2023,No
MER01074,Fashion,Sydney,Odisha,2274.22,0.56,08-04-2023,No
MER01075,Fashion,Bengaluru,Karnataka,100.07,0.87,14-10-2023,No
MER01076,Fuel,Singapore,Singapore,1255.31,0.38,03-01-2026,Yes
MER01077,Entertainment,Delhi,Delhi,970.64,0.46,05-02-2021,No
MER01078,Insurance,Coimbatore,Tamil Nadu,4601.64,0.45,19-05-2025,No
MER01079,Furniture,Mumbai,Maharashtra,2398.06,0.22,10-09-2025,No
MER01080,Fashion,Pune,West Bengal,1082.95,0.66,09-07-2021,No
MER01081,Fashion,Houston,Telangana,217.96,0.35,09-09-2025,No
MER01082,Fashion,Melbourne,West Bengal,2656.6,0.21,23-03-2023,No
MER01083,Furniture,Manchester,England,970.47,0.22,18-09-2022,No
MER01084,Dining,Dubai,Dubai,100.07,0.85,01-03-2025,Yes
MER01085,Education,Pune,West Bengal,1994.99,0.76,28-06-2024,Yes
MER01086,Dining,Bengaluru,Karnataka,880.19,0.71,11-10-2022,No
MER01087,Fuel,Los Angeles,Manipur,100.07,0.06,08-04-2023,No
MER01088,Utilities,Pune,Maharashtra,1404.66,0.2,29-01-2023,Yes
MER01089,Furniture,Chennai,Tamil Nadu,2627.97,0.21,05-12-2024,Yes
MER01090,Healthcare,Melbourne,West Bengal,746.84,0.47,09-10-2024,No
MER01091,Jewelry,Houston,Telangana,268.82,0.01,26-12-2023,Yes
MER01092,Utilities,Kolkata,West Bengal,1204.77,0.32,16-11-2023,No
MER01093,Education,Toronto,Ontario,212.98,0.93,10-07-2023,Yes
MER01094,Dining,Toronto,Ontario,2489.82,0.66,04-02-2026,Yes
MER01095,Fashion,Los Angeles,Manipur,6500.28,0.93,24-08-2021,No
MER01096,Grocery,Delhi,Delhi,2250.33,0.03,28-04-2022,No
MER01097,Online Shopping,Phoenix,Andhra Pradesh,744.24,0.56,22-12-2025,No
MER01098,Fashion,Melbourne,West Bengal,501.06,0.49,11-01-2021,No
MER01099,Education,Los Angeles,Manipur,629.97,0.58,17-04-2026,Yes
MER01100,Online Shopping,Manchester,England,601.06,0.12,01-11-2023,No
MER01101,Insurance,Pune,Singapore,853.26,0.03,10-05-2023,Yes
MER01102,Automobile,Phoenix,Andhra Pradesh,304.83,0.92,13-02-2021,Yes
MER01103,Utilities,Los Angeles,Manipur,4621.33,0.98,24-03-2024,No
MER01104,Entertainment,Delhi,Delhi,4427.74,0.56,08-04-2022,Yes
MER01105,Insurance,Hyderabad,Telangana,2010.25,0.6,27-09-2023,No
MER01106,Electronics,Toronto,Ontario,227.84,0.84,30-01-2024,No
MER01107,Healthcare,Pune,West Bengal,3359.29,0.89,24-12-2022,No
MER01108,Fuel,Houston,Telangana,227.56,0.15,22-05-2022,Yes
MER01109,Education,Hyderabad,Telangana,325.04,0.47,12-03-2026,Yes
MER01110,Automobile,Phoenix,Andhra Pradesh,886.96,0.25,07-03-2023,Yes
MER01111,Fuel,Mumbai,Maharashtra,1229.4,0.77,10-06-2021,Yes
MER01112,Automobile,Tokyo,Nagaland,973.57,0.08,30-06-2023,Yes
MER01113,Healthcare,Pune,West Bengal,461.2,0.93,07-06-2023,No
MER01114,Online Shopping,Tokyo,Nagaland,337.86,0.88,22-12-2025,No
MER01115,Fuel,Hyderabad,Telangana,4023.89,0.82,07-07-2023,No
MER01116,Education,Chennai,Tamil Nadu,1002.54,0.59,08-03-2026,No
MER01117,Education,Los Angeles,Manipur,593.33,0.5,14-02-2024,No
MER01118,Education,Chicago,Punjab,1434.93,0.44,21-01-2021,No
MER01119,Furniture,Manchester,England,175.04,0.71,27-11-2022,No
MER01120,Grocery,Sydney,Odisha,1933.99,0.03,30-06-2022,No
MER01121,Furniture,Los Angeles,Manipur,671.34,0.81,12-12-2021,Yes
MER01122,Education,Chennai,Tamil Nadu,1923.58,0.55,01-08-2023,No
MER01123,Fashion,Toronto,Ontario,2004.48,0.85,07-12-2026,No
MER01124,Grocery,Pune,Maharashtra,3413.31,0.03,05-09-2021,Yes
MER01125,Utilities,Houston,Telangana,622.48,0.89,04-01-2026,No
MER01126,Electronics,Houston,Telangana,1345.25,0.27,27-03-2021,Yes
MER01127,Jewelry,Delhi,Delhi,6634.42,0.88,26-09-2022,No
MER01128,Automobile,Vancouver,Goa,100.07,0.53,15-08-2022,No
MER01129,Entertainment,Vancouver,Goa,7505.45,0.82,15-06-2024,Yes
MER01130,Utilities,Phoenix,Andhra Pradesh,5344.64,0.18,13-01-2023,No
MER01131,Automobile,Melbourne,West Bengal,100.07,0.83,25-08-2025,Yes
MER01132,Insurance,Melbourne,West Bengal,712.86,0.54,16-02-2023,No
MER01133,Utilities,Bengaluru,Karnataka,2928.76,0.6,13-10-2022,No
MER01134,Furniture,Pune,Maharashtra,2495.45,0.86,09-08-2025,Yes
MER01135,Fashion,Chennai,Tamil Nadu,1877.79,0.03,04-03-2025,Yes
MER01136,Fashion,Chennai,Tamil Nadu,2493.53,0.66,07-09-2024,No
MER01137,Fashion,London,England,2001.69,0.35,18-09-2024,Yes
MER01138,Furniture,Phoenix,Andhra Pradesh,1565.35,0.79,15-12-2024,Yes
MER01139,Entertainment,New York,Rajasthan,1175.56,0.01,02-09-2021,No
MER01140,Jewelry,New York,Rajasthan,191.48,0.78,06-08-2022,No
MER01141,Healthcare,Bengaluru,Karnataka,4115.18,0.28,04-09-2026,No
MER01142,Education,Tokyo,Nagaland,4112.99,0.73,23-03-2023,No
MER01143,Furniture,Chicago,Punjab,1903.04,0.22,13-07-2026,No
MER01144,Online Shopping,Chicago,Punjab,723.63,0.57,06-01-2021,Yes
MER01145,Furniture,Dubai,Dubai,157.07,0.29,02-09-2024,No
MER01146,Utilities,Phoenix,Andhra Pradesh,102.86,0.85,24-02-2025,No
MER01147,Insurance,Chicago,Punjab,251.4,0.81,17-11-2022,Yes
MER01148,Insurance,Phoenix,Andhra Pradesh,992.22,0.78,23-12-2021,No
MER01149,Fuel,Mumbai,Maharashtra,517.49,0.26,30-01-2023,Yes
MER01150,Insurance,Toronto,Ontario,715.93,0.48,02-12-2023,No
MER01151,Jewelry,London,England,2505.68,0.34,24-12-2025,No
MER01152,Insurance,Bengaluru,Karnataka,6495.69,0.36,21-12-2022,No
MER01153,Fuel,Chennai,Tamil Nadu,563.3,0.43,30-08-2025,No
MER01154,Fashion,Tokyo,Nagaland,1353.39,0.03,30-07-2022,No
MER01155,Electronics,Pune,Maharashtra,9630.54,0.85,23-03-2023,Yes
MER01156,Automobile,Delhi,Delhi,5466.94,0.48,05-08-2025,Yes
MER01157,Education,Coimbatore,Tamil Nadu,968.71,0.85,25-01-2026,Yes
MER01158,Travel,Houston,Telangana,870.41,0.83,06-08-2025,No
MER01159,Travel,Singapore,Singapore,654.59,0.69,10-01-2025,Yes
MER01160,Healthcare,Los Angeles,Manipur,437.79,0.89,23-02-2021,No
MER01161,Healthcare,Sydney,Odisha,1332.57,0.58,17-08-2022,No
MER01162,Online Shopping,Kolkata,West Bengal,934.43,0.89,19-08-2026,No
MER01163,Fashion,Manchester,England,2831.71,0.63,24-06-2021,No
MER01164,Grocery,Tokyo,Nagaland,640.64,0.26,06-11-2022,Yes
MER01165,Jewelry,Hyderabad,Telangana,2766.13,0.26,14-09-2024,Yes
MER01166,Healthcare,Vancouver,Goa,779.77,0.8,13-11-2025,Yes
MER01167,Education,Chennai,Tamil Nadu,1896.55,0.29,29-01-2022,No
MER01168,Fashion,Mumbai,Maharashtra,2134.6,0.95,12-09-2023,No
MER01169,Insurance,Singapore,Singapore,2328.15,0.42,07-10-2025,Yes
MER01170,Fuel,Toronto,Ontario,485.57,0.03,26-10-2021,No
MER01171,Automobile,Toronto,Ontario,764.55,0.93,20-05-2023,Yes
MER01172,Entertainment,Pune,England,665.03,0.92,14-12-2023,Yes
MER01173,Fuel,Pune,Odisha,1816.8,0.73,17-09-2022,No
MER01174,Fuel,Melbourne,West Bengal,257.54,0.45,07-02-2026,No
MER01175,Entertainment,Delhi,Delhi,1560.69,0.59,11-05-2023,No
MER01176,Fuel,New York,Rajasthan,283.06,0.23,06-02-2023,No
MER01177,Healthcare,Houston,Telangana,922.13,0.03,04-11-2021,Yes
MER01178,Furniture,Melbourne,West Bengal,2421.23,0.06,10-01-2025,No
MER01179,Fashion,Los Angeles,Manipur,1163.98,0.18,16-05-2022,No
MER01180,Entertainment,Coimbatore,Tamil Nadu,757.96,0.01,17-07-2021,No
MER01181,Jewelry,Toronto,Ontario,2013.48,0.79,24-03-2023,Yes
MER01182,Healthcare,Delhi,Delhi,2796.22,0.7,16-10-2024,No
MER01183,Jewelry,New York,Rajasthan,687.63,0.66,19-08-2026,No
MER01184,Fashion,Manchester,England,811.64,0.07,12-05-2023,Yes
MER01185,Automobile,Phoenix,Andhra Pradesh,2144.94,0.43,22-08-2022,No
MER01186,Automobile,Hyderabad,Telangana,6817.61,0.64,23-01-2025,No
MER01187,Entertainment,Chicago,Punjab,581.27,0.28,18-11-2024,Yes
MER01188,Online Shopping,Pune,Dubai,2224.06,0.28,27-07-2025,Yes
MER01189,Automobile,Bengaluru,Karnataka,4841.51,0.53,19-07-2026,No
MER01190,Fuel,Pune,Tamil Nadu,1339.67,0.24,26-12-2025,No
MER01191,Grocery,Mumbai,Maharashtra,862.06,0.79,03-03-2025,No
MER01192,Travel,Vancouver,Goa,2298.45,0.3,18-12-2024,No
MER01193,Fashion,Pune,Tamil Nadu,163.87,0.71,17-11-2024,Yes
MER01194,Fuel,Tokyo,Nagaland,993.08,0.22,23-06-2022,No
MER01195,Automobile,Sydney,Odisha,696.74,0.55,11-11-2022,No
MER01196,Fuel,Pune,Telangana,608.81,0.98,04-10-2021,Yes
MER01197,Automobile,Pune,Tamil Nadu,496.31,0.07,02-09-2026,Yes
MER01198,Online Shopping,Kolkata,West Bengal,2771.68,0.96,18-11-2022,No
MER01199,Electronics,Phoenix,Andhra Pradesh,6306.63,0.42,25-06-2021,No
MER01200,Automobile,New York,Rajasthan,1071.52,0.2,26-04-2024,No
MER01201,Insurance,Mumbai,Maharashtra,200.7,0.15,24-04-2024,No
MER01202,Fashion,Pune,Maharashtra,2638.17,0.69,22-11-2023,No
MER01203,Travel,Coimbatore,Tamil Nadu,1645.27,0.39,26-02-2021,No
MER01204,Electronics,Vancouver,Goa,2672.14,0.58,03-01-2021,No
MER01205,Furniture,Sydney,Odisha,2187.7,0.52,10-02-2025,No
MER01206,Grocery,Bengaluru,Karnataka,4816.96,0.78,25-10-2025,No
MER01207,Dining,Hyderabad,Telangana,100.07,0.11,02-02-2024,No
MER01208,Furniture,Chicago,Punjab,470.64,0.94,09-08-2024,No
MER01209,Travel,Phoenix,Andhra Pradesh,100.07,0.82,09-01-2024,No
MER01210,Insurance,New York,Rajasthan,1452.14,0.47,24-09-2025,No
MER01211,Utilities,London,England,5299.66,0.03,09-06-2023,No
MER01212,Entertainment,Tokyo,Nagaland,4849.54,0.04,11-04-2022,No
MER01213,Utilities,Pune,Karnataka,4209.45,0.58,18-08-2024,Yes
MER01214,Fuel,Manchester,England,603.41,0.83,30-09-2021,No
MER01215,Healthcare,Coimbatore,Tamil Nadu,2716.27,0.78,17-06-2023,No
MER01216,Online Shopping,Houston,Telangana,1067.37,0.43,08-12-2024,No
MER01217,Automobile,Melbourne,West Bengal,5452.61,0.27,10-07-2024,No
MER01218,Fashion,Los Angeles,Manipur,582.96,0.03,27-06-2026,Yes
MER01219,Fuel,Chennai,Tamil Nadu,404.57,0.86,20-11-2023,No
MER01220,Utilities,Pune,Maharashtra,3795.2,0.68,11-09-2024,Yes
MER01221,Insurance,Pune,Karnataka,100.07,0.63,22-01-2021,No
MER01222,Grocery,Sydney,Odisha,3545.46,0.25,21-06-2025,No
MER01223,Furniture,Phoenix,Andhra Pradesh,443.82,0.25,19-12-2025,Yes
MER01224,Dining,Chennai,Tamil Nadu,4422.04,0.27,29-05-2021,No
MER01225,Utilities,Sydney,Odisha,2364.05,0.71,12-01-2021,No
MER01226,Grocery,London,England,2208.58,0.32,27-09-2021,Yes
MER01227,Fashion,Delhi,Delhi,1847.34,0.03,15-09-2022,No
MER01228,Insurance,Bengaluru,Karnataka,2995.29,0.8,26-05-2024,Yes
MER01229,Fuel,Tokyo,Nagaland,1174.37,0.79,26-09-2024,No
MER01230,Healthcare,Pune,Maharashtra,385.02,0.09,09-06-2025,No
MER01231,Automobile,Pune,Odisha,1649.86,0.31,25-10-2024,Yes
MER01232,Electronics,Chicago,Punjab,2857.46,0.33,18-07-2023,Yes
MER01233,Grocery,Coimbatore,Tamil Nadu,433.64,0.07,16-07-2022,No
MER01234,Entertainment,Los Angeles,Manipur,100.07,0.99,21-04-2022,No
MER01235,Insurance,Melbourne,West Bengal,2485.05,0.73,31-12-2021,No
MER01236,Fuel,Coimbatore,Tamil Nadu,728.47,0.3,17-02-2025,No
MER01237,Furniture,Houston,Telangana,472.52,0.53,25-07-2022,No
MER01238,Insurance,Pune,Maharashtra,4503.53,0.05,04-09-2024,No
MER01239,Dining,Tokyo,Nagaland,450.84,0.61,19-09-2025,Yes
MER01240,Education,Toronto,Ontario,943.64,0.39,25-03-2025,No
MER01241,Electronics,Mumbai,Maharashtra,1218.74,0.02,10-10-2022,No
MER01242,Grocery,Chennai,Tamil Nadu,1393.06,0.11,17-08-2023,No
MER01243,Education,Pune,England,996.67,0.17,25-01-2021,No
MER01244,Automobile,Sydney,Odisha,4973.11,0.02,28-06-2024,No
MER01245,Fashion,Melbourne,West Bengal,2249.55,0.94,19-05-2025,No
MER01246,Healthcare,Delhi,Delhi,991,0.33,10-05-2023,No
MER01247,Healthcare,Manchester,England,985.46,0.44,21-02-2022,Yes
MER01248,Education,Singapore,Singapore,1498.14,0.49,25-09-2021,Yes
MER01249,Utilities,London,England,168.49,0.74,03-03-2024,No
MER01250,Online Shopping,Pune,Goa,5324.83,0.64,16-10-2024,Yes
MER01251,Furniture,Delhi,Delhi,605.43,0.65,22-09-2024,No
MER01252,Education,Pune,Singapore,2491.96,0.03,09-03-2025,No
MER01253,Utilities,Vancouver,Goa,3107.66,0.03,04-11-2021,Yes
MER01254,Jewelry,Pune,Maharashtra,3613.36,0.16,27-04-2022,No
MER01255,Electronics,Toronto,Ontario,462.19,0.6,05-11-2025,No
MER01256,Furniture,Chennai,Tamil Nadu,1638.73,0.3,30-10-2023,No
MER01257,Entertainment,Houston,Telangana,274.77,0.57,21-05-2022,No
MER01258,Travel,Phoenix,Andhra Pradesh,3367.38,0.08,12-02-2024,Yes
MER01259,Fuel,New York,Rajasthan,1432.82,0.59,20-09-2022,No
MER01260,Fuel,Coimbatore,Tamil Nadu,445.11,0.18,19-01-2025,Yes
MER01261,Jewelry,Chicago,Punjab,2636.52,0.08,21-05-2022,No
MER01262,Furniture,Los Angeles,Manipur,904.45,0.06,28-11-2023,No
MER01263,Insurance,Pune,Andhra Pradesh,343.22,0.77,03-01-2026,Yes
MER01264,Fuel,Pune,Maharashtra,1336.35,0.82,30-01-2026,Yes
MER01265,Fashion,Mumbai,Maharashtra,636.4,0.03,17-08-2021,No
MER01266,Electronics,Pune,Dubai,6100.36,0.28,24-05-2025,Yes
MER01267,Entertainment,Vancouver,Goa,996.83,0.18,18-02-2022,No
MER01268,Travel,Singapore,Singapore,1799.38,0.37,09-02-2026,No
MER01269,Jewelry,Phoenix,Andhra Pradesh,6026.96,0.01,20-07-2021,Yes
MER01270,Grocery,Los Angeles,Manipur,1100.83,0.83,18-11-2023,Yes
MER01271,Dining,Singapore,Singapore,986.73,0.61,17-05-2022,Yes
MER01272,Entertainment,Pune,Telangana,454.44,0.63,11-07-2021,No
MER01273,Furniture,Pune,Maharashtra,100.07,0.91,27-09-2022,No
MER01274,Travel,Pune,Telangana,3326.34,0.47,17-12-2025,No
MER01275,Grocery,Houston,Telangana,599.52,0.03,30-04-2022,Yes
MER01276,Jewelry,Phoenix,Andhra Pradesh,908.95,0.49,10-09-2022,Yes
MER01277,Insurance,Toronto,Ontario,5028.13,0.86,30-08-2021,No
MER01278,Online Shopping,Dubai,Dubai,1641.26,0.64,05-05-2021,Yes
MER01279,Entertainment,Houston,Telangana,1725.37,0.03,18-06-2026,No
MER01280,Furniture,Pune,England,100.07,0.29,28-10-2022,No
MER01281,Utilities,Houston,Telangana,2972.35,0.39,16-06-2022,No
MER01282,Insurance,Houston,Telangana,5703.15,0.8,05-08-2024,No
MER01283,Fuel,Pune,Karnataka,3341.25,0.3,13-03-2021,No
MER01284,Electronics,Houston,Telangana,5552.91,0.03,14-04-2024,Yes
MER01285,Insurance,Tokyo,Nagaland,3536.38,0.3,01-12-2021,No
MER01286,Grocery,Chicago,Punjab,195.09,0.03,19-06-2025,No
MER01287,Grocery,Dubai,Dubai,350.07,0.11,23-07-2026,Yes
MER01288,Jewelry,Pune,Telangana,4423.79,0.81,21-08-2021,Yes
MER01289,Entertainment,Hyderabad,Telangana,156.17,0.17,15-07-2022,No
MER01290,Education,London,England,3261.45,0.82,16-05-2023,Yes
MER01291,Utilities,Mumbai,Maharashtra,3892.16,0.22,14-02-2022,Yes
MER01292,Electronics,Vancouver,Goa,1173.88,0.19,27-02-2022,No
MER01293,Entertainment,Mumbai,Maharashtra,976.56,0.03,21-01-2021,Yes
MER01294,Dining,Kolkata,West Bengal,532.35,0.1,03-09-2021,No
MER01295,Online Shopping,Chicago,Punjab,200.31,0.27,16-12-2024,No
MER01296,Utilities,Tokyo,Nagaland,2835.99,0.73,10-06-2024,Yes
MER01297,Insurance,Delhi,Delhi,253.17,0.26,11-12-2022,Yes
MER01298,Jewelry,Chennai,Tamil Nadu,100.07,0.21,29-03-2026,Yes
MER01299,Automobile,Chennai,Tamil Nadu,804.07,0.99,18-12-2024,No
MER01300,Fuel,Chicago,Punjab,3262.13,0.26,13-10-2022,No
MER01301,Fashion,Chennai,Tamil Nadu,223.08,0.37,21-08-2025,Yes
MER01302,Dining,Kolkata,West Bengal,1636.94,0.87,18-07-2024,Yes
MER01303,Entertainment,Pune,West Bengal,958.8,0.36,26-10-2023,No
MER01304,Insurance,Pune,Nagaland,160.92,0.73,02-04-2022,Yes
MER01305,Fuel,Chennai,Tamil Nadu,2233.06,0.77,02-07-2021,Yes
MER01306,Travel,Singapore,Singapore,5835.13,0.79,16-03-2022,Yes
MER01307,Fashion,Los Angeles,Manipur,121.62,0.94,06-11-2023,Yes
MER01308,Grocery,Melbourne,West Bengal,730.62,0.77,04-11-2025,Yes
MER01309,Dining,Melbourne,West Bengal,2532.13,0.1,19-06-2025,No
MER01310,Utilities,Pune,Maharashtra,4199.82,0.4,03-06-2024,Yes
MER01311,Education,Hyderabad,Telangana,523.37,0.03,14-10-2023,Yes
MER01312,Electronics,Pune,Maharashtra,246.68,0.81,10-04-2022,No
MER01313,Education,Mumbai,Maharashtra,117.36,0.34,21-08-2024,No
MER01314,Healthcare,Pune,Maharashtra,584.67,0.44,20-02-2026,No
MER01315,Jewelry,Singapore,Singapore,247.98,0.48,05-09-2021,No
MER01316,Furniture,New York,Rajasthan,100.07,0.33,08-06-2026,No
MER01317,Grocery,Tokyo,Nagaland,1260.09,0.62,27-06-2023,No
MER01318,Automobile,Chennai,Tamil Nadu,1407.56,0.58,10-07-2026,Yes
MER01319,Insurance,Pune,Nagaland,407.07,0.03,11-06-2026,No
MER01320,Jewelry,Los Angeles,Manipur,1347.2,0.58,19-01-2025,No
MER01321,Travel,Pune,Rajasthan,118.19,0.63,06-02-2022,No
MER01322,Healthcare,Delhi,Delhi,647.35,0.41,26-04-2021,Yes
MER01323,Education,Vancouver,Goa,1021.17,0.04,07-05-2022,No
MER01324,Fuel,Manchester,England,100.07,0.85,13-06-2024,No
MER01325,Fuel,Hyderabad,Telangana,3464.07,0.34,12-07-2025,No
MER01326,Fuel,London,England,549.32,0.99,09-01-2023,No
MER01327,Insurance,Chicago,Punjab,2912.09,0.56,13-06-2025,Yes
MER01328,Electronics,Melbourne,West Bengal,1384.5,0.03,14-09-2023,Yes
MER01329,Entertainment,Chicago,Punjab,1406.87,0.05,21-01-2021,Yes
MER01330,Entertainment,Coimbatore,Tamil Nadu,2172.37,0.99,20-02-2024,Yes
MER01331,Travel,Singapore,Singapore,190.58,0.81,28-09-2025,Yes
MER01332,Fashion,Singapore,Singapore,264.07,0.2,03-12-2025,No
MER01333,Automobile,Pune,West Bengal,891.55,0.02,17-09-2025,No
MER01334,Grocery,New York,Rajasthan,1178.53,0.96,28-06-2021,Yes
MER01335,Jewelry,Dubai,Dubai,100.07,0.33,13-12-2021,No
MER01336,Jewelry,Hyderabad,Telangana,2359.51,0.03,21-08-2024,No
MER01337,Grocery,Chicago,Punjab,101.41,0.82,08-11-2023,No
MER01338,Dining,Mumbai,Maharashtra,6493.5,0.37,12-07-2021,No
MER01339,Grocery,Dubai,Dubai,483.5,0.8,23-04-2024,No
MER01340,Travel,New York,Rajasthan,671.72,0.6,30-03-2021,No
MER01341,Grocery,Tokyo,Nagaland,4821,0.03,14-05-2025,No
MER01342,Electronics,Coimbatore,Tamil Nadu,111.01,0.22,24-07-2026,No
MER01343,Fuel,London,England,9590.26,0.08,24-11-2021,Yes
MER01344,Fashion,Tokyo,Nagaland,173.24,0.52,09-08-2023,Yes
MER01345,Jewelry,Vancouver,Goa,356.91,0.64,03-01-2026,Yes
MER01346,Fashion,Vancouver,Goa,649.15,0.44,29-05-2025,No
MER01347,Utilities,Pune,Goa,1255.08,0.99,24-05-2024,No
MER01348,Utilities,Coimbatore,Tamil Nadu,1561.5,0.39,05-03-2025,No
MER01349,Entertainment,Pune,Maharashtra,321.23,0.78,13-04-2024,Yes
MER01350,Grocery,Kolkata,West Bengal,253.06,0.18,19-05-2022,No
MER01351,Entertainment,Pune,Odisha,164.76,0.23,21-03-2022,No
MER01352,Entertainment,London,England,693.45,0.11,02-07-2021,Yes
MER01353,Fashion,Pune,Maharashtra,5190.15,0.03,15-09-2024,Yes
MER01354,Online Shopping,Phoenix,Andhra Pradesh,1088.08,0.9,19-09-2022,Yes
MER01355,Jewelry,Manchester,England,2987.91,0.03,17-03-2024,Yes
MER01356,Utilities,Pune,Punjab,521.91,0.71,11-10-2025,No
MER01357,Grocery,Tokyo,Nagaland,233.73,0.03,02-10-2021,No
MER01358,Fuel,Mumbai,Maharashtra,1716.13,0.14,31-08-2023,No
MER01359,Furniture,Pune,Maharashtra,3552.98,0.51,15-12-2023,Yes
MER01360,Fashion,Delhi,Delhi,4674.6,0.74,09-12-2021,Yes
MER01361,Entertainment,Hyderabad,Telangana,1680.22,0.63,18-06-2023,No
MER01362,Grocery,Hyderabad,Telangana,796.37,0.29,09-08-2024,Yes
MER01363,Furniture,Toronto,Ontario,331.97,0.76,25-04-2021,No
MER01364,Utilities,Toronto,Ontario,100.07,0,17-02-2022,No
MER01365,Online Shopping,Pune,Delhi,758.22,0.25,20-01-2022,No
MER01366,Dining,Toronto,Ontario,100.07,0.35,19-08-2025,Yes
MER01367,Electronics,Chicago,Punjab,1958.35,0.45,17-07-2024,Yes
MER01368,Automobile,Singapore,Singapore,4016.27,0.4,22-07-2026,Yes
MER01369,Furniture,London,England,1772.43,0.68,02-03-2024,Yes
MER01370,Insurance,Hyderabad,Telangana,100.07,0.38,14-08-2026,No
MER01371,Travel,London,England,797.14,0.03,05-01-2024,No
MER01372,Automobile,Pune,Maharashtra,1498.57,0.74,22-01-2023,No
MER01373,Education,Vancouver,Goa,139.19,0.03,25-12-2023,Yes
MER01374,Utilities,Tokyo,Nagaland,1972.13,0.66,07-03-2021,Yes
MER01375,Electronics,Delhi,Delhi,100.07,0.03,14-04-2022,Yes
MER01376,Insurance,Bengaluru,Karnataka,2915.3,0.03,26-05-2025,Yes
MER01377,Electronics,Sydney,Odisha,2710.95,0.89,23-04-2023,Yes
MER01378,Electronics,Dubai,Dubai,2075.66,0.69,02-10-2024,No
MER01379,Jewelry,Vancouver,Goa,216.71,0.43,29-01-2025,No
MER01380,Insurance,London,England,4766.29,0.48,06-07-2024,No
MER01381,Grocery,Toronto,Ontario,136.37,0.98,25-08-2024,No
MER01382,Online Shopping,Manchester,England,3351.82,0.87,08-07-2026,Yes
MER01383,Healthcare,Manchester,England,1405.34,0.22,14-09-2022,Yes
MER01384,Healthcare,Chicago,Punjab,3507.43,0.59,21-01-2024,No
MER01385,Jewelry,Chicago,Punjab,1351.24,0.5,26-03-2024,Yes
MER01386,Healthcare,Dubai,Dubai,2182.22,0.92,07-05-2022,Yes
MER01387,Healthcare,Mumbai,Maharashtra,1002.81,0.49,05-06-2025,No
MER01388,Jewelry,Delhi,Delhi,100.07,0.02,04-03-2025,Yes
MER01389,Entertainment,Coimbatore,Tamil Nadu,686.53,0.16,31-01-2025,No
MER01390,Automobile,Houston,Telangana,2641.34,0.02,01-11-2023,No
MER01391,Online Shopping,Vancouver,Goa,529.81,0.06,30-04-2021,Yes
MER01392,Insurance,New York,Rajasthan,2661.48,0.19,28-04-2023,Yes
MER01393,Fashion,Dubai,Dubai,795.35,0.03,01-04-2023,No
MER01394,Automobile,Chicago,Punjab,753.21,0.93,19-01-2023,No
MER01395,Education,Melbourne,West Bengal,3437.25,0.99,10-03-2021,No
MER01396,Education,Chennai,Tamil Nadu,3460.71,0.93,24-05-2022,Yes
MER01397,Dining,Dubai,Dubai,2451.43,0.59,07-05-2023,No
MER01398,Entertainment,Mumbai,Maharashtra,5251.64,0.06,26-12-2023,Yes
MER01399,Electronics,Houston,Telangana,439.66,0.82,02-01-2026,No
MER01400,Travel,Vancouver,Goa,727.56,0.37,15-04-2025,No
MER01401,Jewelry,Melbourne,West Bengal,796.32,0.39,18-02-2022,No
MER01402,Dining,London,England,828.51,0.85,20-01-2021,No
MER01403,Travel,Chennai,Tamil Nadu,895.09,0.63,05-11-2025,No
MER01404,Healthcare,New York,Rajasthan,2488.11,0.65,04-10-2026,No
MER01405,Furniture,Pune,Karnataka,731.5,0.4,17-02-2022,Yes
MER01406,Jewelry,Coimbatore,Tamil Nadu,100.07,0.18,26-08-2025,No
MER01407,Utilities,Pune,Maharashtra,1789.87,0.78,30-03-2025,Yes
MER01408,Dining,Melbourne,West Bengal,529.75,0.5,10-05-2021,No
MER01409,Insurance,London,England,1007.91,0.09,31-01-2022,No
MER01410,Travel,Singapore,Singapore,219.37,0.03,20-02-2023,Yes
MER01411,Healthcare,Sydney,Odisha,6196.04,0.22,08-04-2022,No
MER01412,Healthcare,Vancouver,Goa,863.42,0.19,14-08-2022,No
MER01413,Dining,Coimbatore,Tamil Nadu,3894.8,0.03,26-08-2024,No
MER01414,Fashion,New York,Rajasthan,1609.81,0.39,16-07-2021,Yes
